scenario_id,surface,message,scenario_name,field_patterns,matched_field_count,matched_field_examples,field_mapping_mode,constraint_ids,attacker_nf,violated_invariants,candidate_class,implementation_priority,testbed_support_expectation,initial_validation_status,standard_basis,required_evidence,recommended_workload
T3-A49,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),Bundling/FO ordering causes partial report commit,PFCP Session (Modification Response|Deletion Response|Report Request)\.PFCP Header\.FO$,3,PFCP Session Modification Response.PFCP Header.FO | PFCP Session Deletion Response.PFCP Header.FO | PFCP Session Report Request.PFCP Header.FO,FIELD_AND_RELATION,T3-R02 | T3-R06,V-UPF,"Comp,Fresh,Uniq",STRUCTURAL,P2,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W4_TWO_ACCOUNTING_BOUNDARIES
T3-A50,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),Raw IE ordering or unknown-IE canonicalization differential,PFCP Session (Modification Response|Deletion Response|Report Request)\.Usage Report\.,0,,RELATION_ONLY,T3-R20,V-UPF,"Sem,Deriv,Uniq",STRUCTURAL,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W4_TWO_ACCOUNTING_BOUNDARIES
T3-A51,T3,PFCP Session Deletion Response,Pending-usage-report state suppression or fabrication via PURU,PFCP Session Deletion Response\.PFCPSDRsp- Flags$,1,PFCP Session Deletion Response.PFCPSDRsp- Flags,FIELD_AND_RELATION,T3-R02 | T3-R19,V-UPF,"Comp,Fresh,Uniq,Sem",STRUCTURAL,P1,INVENTORY_REQUIRED,STD,3GPP TS 29.244 V17.10.0 §7.5.7 and §8.2.215,Deletion Response raw IE; outstanding report state; SMF usage accumulator; CCR/OCS records; logs/PCAP,W3_ASYMMETRIC_UL_DL
T4N-A01,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,subscriberIdentifier cross-subscriber substitution,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.subscriberIdentifier$,1,ChargingDataRequest (LBO/PDU-session applicability projection).subscriberIdentifier,FIELD_AND_RELATION,T4N-R01 | T4N-R15,V-SMF,"Attr,Ctx",DIRECT,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W5_TWO_SUBSCRIBERS
T4N-A02,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,Root chargingId cross-session substitution,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.chargingId$,1,ChargingDataRequest (LBO/PDU-session applicability projection).chargingId,FIELD_AND_RELATION,T4N-R01 | T4N-R24,V-SMF,"Ctx,Attr,Uniq",DIRECT,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W1_UL_ONLY
T4N-A03,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,"Conflicting root, nested, and home-provided charging IDs",ChargingDataRequest \(LBO/PDU-session applicability projection\)\.(chargingId|pDUSessionChargingInformation\.(chargingId|sMFchargingId|homeProvidedChargingId|sMFHomeProvidedChargingId)|roamingQBCInformation\.multipleQFIcontainer\.qFIContainerInformation\.3gppChargingId)$,6,ChargingDataRequest (LBO/PDU-session applicability projection).chargingId | ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.chargingId | ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.sMFchargingId | ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.homeProvidedChargingId | ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.sMFHomeProvidedChargingId | ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.3gppChargingId,FIELD_AND_RELATION,T4N-R24,V-SMF,"Sem,Ctx,Attr,Uniq",STRUCTURAL,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W6_DIFFERENTIATED_CONTEXT
T4N-A04,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,Invocation-sequence replay,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.invocationSequenceNumber$,1,ChargingDataRequest (LBO/PDU-session applicability projection).invocationSequenceNumber,FIELD_AND_RELATION,T4N-R02,V-SMF or intermediate host,"Fresh,Uniq,Comp",DIRECT,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W4_TWO_ACCOUNTING_BOUNDARIES
T4N-A05,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,Semantic replay with fresh invocation metadata,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.(invocationSequenceNumber|invocationTimeStamp|retransmissionIndicator)$ | ChargingDataRequest \(LBO/PDU-session applicability projection\)\.multipleUnitUsage\.,3,ChargingDataRequest (LBO/PDU-session applicability projection).invocationTimeStamp | ChargingDataRequest (LBO/PDU-session applicability projection).invocationSequenceNumber | ChargingDataRequest (LBO/PDU-session applicability projection).retransmissionIndicator,FIELD_AND_RELATION,T4N-R02 | T4N-R05 | T4N-R08,V-SMF or intermediate host,"Fresh,Uniq",DIRECT,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W7_TIME_BOUNDARY
T4N-A06,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,Retransmission-indicator confusion or equivocation,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.retransmissionIndicator$,1,ChargingDataRequest (LBO/PDU-session applicability projection).retransmissionIndicator,FIELD_AND_RELATION,T4N-R02,V-SMF,"Fresh,Uniq,Sem",STRUCTURAL,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W4_TWO_ACCOUNTING_BOUNDARIES
T4N-A07,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,Invocation timestamp tariff-window substitution,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.invocationTimeStamp$,1,ChargingDataRequest (LBO/PDU-session applicability projection).invocationTimeStamp,FIELD_AND_RELATION,T4N-R02 | T4N-R13,V-SMF,"Ctx,Acc",CONDITIONAL,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W6_DIFFERENTIATED_CONTEXT
T4N-A08,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,Create/Update/Release lifecycle substitution,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.(oneTimeEvent|oneTimeEventType)$ | ChargingDataRequest \(LBO/PDU-session applicability projection\)\.multipleUnitUsage\.,2,ChargingDataRequest (LBO/PDU-session applicability projection).oneTimeEvent | ChargingDataRequest (LBO/PDU-session applicability projection).oneTimeEventType,FIELD_AND_RELATION,T4N-R03,V-SMF,"Sem,Fresh,Comp,Uniq",DIRECT,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W1_UL_ONLY
T4N-A09,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,One-time-event duplication or session/event confusion,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.(oneTimeEvent|oneTimeEventType)$,2,ChargingDataRequest (LBO/PDU-session applicability projection).oneTimeEvent | ChargingDataRequest (LBO/PDU-session applicability projection).oneTimeEventType,FIELD_AND_RELATION,T4N-R03,V-SMF,"Uniq,Sem,Ctx",DIRECT,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W7_TIME_BOUNDARY
T4N-A10,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,notifyUri substitution,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.notifyUri$,1,ChargingDataRequest (LBO/PDU-session applicability projection).notifyUri,FIELD_AND_RELATION,T4N-R03,V-SMF,"Ctx,Comp,Fresh",CONDITIONAL,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W1_UL_ONLY
T4N-A11,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,NF-consumer identity substitution,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.nfConsumerIdentification\.,7,ChargingDataRequest (LBO/PDU-session applicability projection).nfConsumerIdentification.nFName | ChargingDataRequest (LBO/PDU-session applicability projection).nfConsumerIdentification.nFIPv4Address | ChargingDataRequest (LBO/PDU-session applicability projection).nfConsumerIdentification.nFIPv6Address | ChargingDataRequest (LBO/PDU-session applicability projection).nfConsumerIdentification.nFPLMNID.mcc | ChargingDataRequest (LBO/PDU-session applicability projection).nfConsumerIdentification.nFPLMNID.mnc | ChargingDataRequest (LBO/PDU-session applicability projection).nfConsumerIdentification.nodeFunctionality | ChargingDataRequest (LBO/PDU-session applicability projection).nfConsumerIdentification.nFFqdn,FIELD_AND_RELATION,T4N-R04,V-SMF,"Attr,Auth,Ctx",DIRECT,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W5_TWO_SUBSCRIBERS
T4N-A12,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,UPF-ID usage-producer substitution,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.(multipleUnitUsage|roamingQBCInformation)\.uPFID$,2,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.uPFID | ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.uPFID,FIELD_AND_RELATION,T4N-R04,V-SMF,"Attr,Ctx,Deriv",DIRECT,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W5_TWO_SUBSCRIBERS
T4N-A13,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,Duplicate multipleUnitUsage tuple,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.multipleUnitUsage\.,245,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.ratingGroup | ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.requestedUnit.time | ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.requestedUnit.totalVolume | ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.requestedUnit.uplinkVolume | ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.requestedUnit.downlinkVolume | ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.requestedUnit.serviceSpecificUnits | ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.uPFID | ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.multihomedPDUAddress.pduIPv4Address,FIELD_AND_RELATION,T4N-R05 | T4N-R20,V-SMF,Uniq,DIRECT,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W6_DIFFERENTIATED_CONTEXT
T4N-A14,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,Nchf RatingGroup substitution,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.multipleUnitUsage\.ratingGroup$,1,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.ratingGroup,FIELD_AND_RELATION,T4N-R05,V-SMF,"Ctx,Attr,Deriv",DIRECT,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W6_DIFFERENTIATED_CONTEXT
T4N-A15,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,Nchf Service-ID substitution,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.multipleUnitUsage\.usedUnitContainer\.serviceId$,1,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.serviceId,FIELD_AND_RELATION,T4N-R05,V-SMF,"Ctx,Attr",DIRECT,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W6_DIFFERENTIATED_CONTEXT
T4N-A16,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,Missing/unknown rating or service fallback,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.multipleUnitUsage\.(ratingGroup|usedUnitContainer\.serviceId)$,2,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.ratingGroup | ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.serviceId,FIELD_AND_RELATION,T4N-R05,V-SMF,"Comp,Sem,Ctx",STRUCTURAL,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W6_DIFFERENTIATED_CONTEXT
T4N-A17,T4-Nchf,Nchf_ConvergedCharging Create / Update / Release — ChargingDataRequest,Duplicate usedUnitContainer,ChargingDataRequest \(LBO/PDU-session applicability projection\)\.multipleUnitUsage\.usedUnitContainer\.,231,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.serviceId | ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.quotaManagementIndicator | ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.triggers.triggerType | ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.triggers.triggerCategory | ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.triggers.timeLimit | ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.triggers.volumeLimit | ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.triggers.volumeLimit64 | ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.triggers.eventLimit,FIELD_AND_RELATION,T4N-R05 | T4N-R08 | T4N-R20,V-SMF,Uniq,DIRECT,P3,EXPECTED_UNSUP_CURRENT_GY_TESTBED,STD,"3GPP TS 32.291 V17.14.0 §5.2.2.2–5.2.2.4, §6.1.6.2 and Annex A; TS 32.255 V17.14.0; TS 29.571 V17.12.0",HTTP method/path/resource ID; raw JSON and parsed CHF object; SMF local accumulator; accepted PFCP usage; CHF rating/account/balance/CDR; invocation sequence/replay state; baseline/attack logs,W4_TWO_ACCOUNTING_BOUNDARIES
